CATCHMENT,YEAR.1,WEEK,WEEKLY RATE
Oregon,2014,16,0.2
Maryland,2014,16,0.3
Connecticut,2014,16,4.7
California,2014,16,0.1
New York - Rochester,2014,16,1.2
Tennessee,2014,16,0.1
Colorado,2014,16,0.3
Utah,2014,16,0.5
Michigan,2014,16,0.1
New Mexico,2014,16,0.9
Ohio,2014,16,0.6
Georgia,2014,17,0.2
New York - Albany,2014,17,2.8
Minnesota,2014,17,0.4
Oregon,2014,17,0.2
Maryland,2014,17,0.9
Connecticut,2014,17,4.8
California,2014,17,0.2
New York - Rochester,2014,17,2.2
Tennessee,2014,17,0.3
Colorado,2014,17,0.2
Utah,2014,17,1
Michigan,2014,17,0.6
New Mexico,2014,17,0.5
Ohio,2014,17,0.7
Georgia,2014,40,0
New York - Albany,2014,40,0
Minnesota,2014,40,0.1
Oregon,2014,40,0.1
Maryland,2014,40,0
Connecticut,2014,40,0.5
California,2014,40,0
New York - Rochester,2014,40,0
Tennessee,2014,40,0.1
Colorado,2014,40,0.1
Utah,2014,40,0.1
Michigan,2014,40,0.1
New Mexico,2014,40,0
Ohio,2014,40,0
Georgia,2014,41,0
New York - Albany,2014,41,0
Colorado,2014,41,0.1
Minnesota,2014,41,0.1
Oregon,2014,41,0.3
Maryland,2014,41,0.1
Connecticut,2014,41,0.7
California,2014,41,0
New York - Rochester,2014,41,0.1
Tennessee,2014,41,0.1
Utah,2014,41,0.1
Michigan,2014,41,0
New Mexico,2014,41,0.1
Ohio,2014,41,0.1
Georgia,2014,42,0.1
New York - Albany,2014,42,0.2
Minnesota,2014,42,0.3
Oregon,2014,42,0.1
Maryland,2014,42,0.1
Connecticut,2014,42,0.2
California,2014,42,0.1
New York - Rochester,2014,42,0.3
Tennessee,2014,42,0.1
Colorado,2014,42,0.2
Utah,2014,42,0.3
Michigan,2014,42,0.2
New Mexico,2014,42,0.2
Ohio,2014,42,0.4
Georgia,2014,43,0
New York - Albany,2014,43,0
Colorado,2014,43,0
Minnesota,2014,43,0.2
Oregon,2014,43,0.1
Maryland,2014,43,0.1
Connecticut,2014,43,0.2
California,2014,43,0.1
New York - Rochester,2014,43,0
Tennessee,2014,43,0.1
Utah,2014,43,0.1
Michigan,2014,43,0
New Mexico,2014,43,0.2
Ohio,2014,43,0.1
Georgia,2014,44,0.1
New York - Albany,2014,44,0.2
Colorado,2014,44,0.1
Minnesota,2014,44,0.1
Oregon,2014,44,0
Maryland,2014,44,0.2
Connecticut,2014,44,0.2
California,2014,44,0
New York - Rochester,2014,44,0
Tennessee,2014,44,0.1
Utah,2014,44,0.1
Michigan,2014,44,0.2
New Mexico,2014,44,0.2
Ohio,2014,44,0
Georgia,2014,45,0.3
New York - Albany,2014,45,0.2
Colorado,2014,45,0.2
Minnesota,2014,45,0.1
Oregon,2014,45,0.1
Maryland,2014,45,0.2
Connecticut,2014,45,0.2
California,2014,45,0.1
New York - Rochester,2014,45,0.1
Tennessee,2014,45,0.1
Utah,2014,45,0.5
Michigan,2014,45,0.2
New Mexico,2014,45,0.2
Ohio,2014,45,0.1
Georgia,2014,46,0.5
New York - Albany,2014,46,0.1
Colorado,2014,46,0.2
Minnesota,2014,46,0.2
Oregon,2014,46,0.1
Maryland,2014,46,0.2
Connecticut,2014,46,0.2
California,2014,46,0.1
New York - Rochester,2014,46,0.8
Tennessee,2014,46,0.1
Utah,2014,46,0.2
Michigan,2014,46,0.2
New Mexico,2014,46,0
Ohio,2014,46,0.3
Georgia,2014,47,0.8
New York - Albany,2014,47,0.2
Colorado,2014,47,0.6
Minnesota,2014,47,0.4
Oregon,2014,47,0.4
Maryland,2014,47,0.3
Connecticut,2014,47,0.5
California,2014,47,0.1
New York - Rochester,2014,47,0.7
Tennessee,2014,47,0.2
Utah,2014,47,0.8
Michigan,2014,47,0.2
New Mexico,2014,47,0.4
Ohio,2014,47,0.5
Georgia,2014,48,2.4
New York - Albany,2014,48,0.8
Colorado,2014,48,1.7
Minnesota,2014,48,1.9
Oregon,2014,48,0.6
Maryland,2014,48,1.1
Connecticut,2014,48,0.2
California,2014,48,0.1
New York - Rochester,2014,48,0.5
Tennessee,2014,48,0.8
Utah,2014,48,1.5
Michigan,2014,48,0.2
New Mexico,2014,48,0.5
Ohio,2014,48,1.1
Georgia,2014,49,3.7
New York - Albany,2014,49,0.7
Colorado,2014,49,3.4
Minnesota,2014,49,3.4
Oregon,2014,49,0.7
Maryland,2014,49,1.8
Connecticut,2014,49,0.8
California,2014,49,0.2
New York - Rochester,2014,49,2.7
Tennessee,2014,49,2.5
Utah,2014,49,3.3
Michigan,2014,49,0.9
New Mexico,2014,49,1.1
Ohio,2014,49,2.2
Georgia,2014,50,2.8
Colorado,2014,50,6.8
Oregon,2014,50,1.1
Maryland,2014,50,3.6
Connecticut,2014,50,1.3
New York - Albany,2014,50,1.7
California,2014,50,0.3
New York - Rochester,2014,50,6.1
Utah,2014,50,3.7
Michigan,2014,50,2
New Mexico,2014,50,1.2
Minnesota,2014,50,6.9
Ohio,2014,50,4
Tennessee,2014,50,3.2
Georgia,2014,51,4.5
Colorado,2014,51,10.2
Maryland,2014,51,7.3
Oregon,2014,51,2.6
New York - Albany,2014,51,2.7
California,2014,51,0.4
New York - Rochester,2014,51,11.9
Connecticut,2014,51,1.4
Utah,2014,51,6.4
Michigan,2014,51,3.2
New Mexico,2014,51,2.2
Minnesota,2014,51,10.3
Ohio,2014,51,6.3
Tennessee,2014,51,6.6
Georgia,2014,52,5.2
Colorado,2014,52,12.7
Maryland,2014,52,14.1
Oregon,2014,52,4.4
New York - Albany,2014,52,9.7
California,2014,52,0.8
New York - Rochester,2014,52,28.1
Connecticut,2014,52,4.4
Utah,2014,52,8.7
Michigan,2014,52,5.1
New Mexico,2014,52,5.2
Minnesota,2014,52,9.9
Ohio,2014,52,9.2
Tennessee,2014,52,10.2
Georgia,2014,53,3.7
Colorado,2014,53,10.2
Maryland,2014,53,13.9
Oregon,2014,53,4.6
New York - Albany,2014,53,12.3
California,2014,53,1.9
New York - Rochester,2014,53,22.7
Connecticut,2014,53,3.2
Utah,2014,53,9.8
Michigan,2014,53,6.5
New Mexico,2014,53,6.4
Minnesota,2014,53,9.2
Ohio,2014,53,9.9
Tennessee,2014,53,7.4
Georgia,2015,1,1.7
Colorado,2015,1,5.4
Maryland,2015,1,9.9
Oregon,2015,1,8.2
New York - Albany,2015,1,12.1
California,2015,1,5
New York - Rochester,2015,1,12.7
Connecticut,2015,1,6.2
Utah,2015,1,7
Michigan,2015,1,3.2
New Mexico,2015,1,4.3
Minnesota,2015,1,5.1
Ohio,2015,1,5.7
Tennessee,2015,1,3
Georgia,2015,2,0.9
Colorado,2015,2,2.7
Maryland,2015,2,5.5
Oregon,2015,2,6.3
New York - Albany,2015,2,9.4
California,2015,2,5.7
New York - Rochester,2015,2,7.5
Connecticut,2015,2,4.5
Utah,2015,2,4
Michigan,2015,2,2.1
New Mexico,2015,2,4.3
Minnesota,2015,2,2.5
Ohio,2015,2,3.3
Tennessee,2015,2,2.9
Georgia,2015,3,0.9
Colorado,2015,3,2
Maryland,2015,3,3.9
Oregon,2015,3,3
New York - Albany,2015,3,7.3
California,2015,3,5.5
New York - Rochester,2015,3,5.8
Connecticut,2015,3,6.1
Utah,2015,3,2.4
Michigan,2015,3,1.2
New Mexico,2015,3,3.2
Minnesota,2015,3,1.2
Ohio,2015,3,2.2
Tennessee,2015,3,1.4
Georgia,2015,4,0.6
Colorado,2015,4,1.3
Maryland,2015,4,2.7
Oregon,2015,4,2.8
New York - Albany,2015,4,7.4
California,2015,4,6.3
New York - Rochester,2015,4,4.2
Connecticut,2015,4,6.1
Utah,2015,4,1.6
Michigan,2015,4,1.2
New Mexico,2015,4,2.7
Minnesota,2015,4,0.9
Ohio,2015,4,0.9
Tennessee,2015,4,1.2
Georgia,2015,5,0.6
Colorado,2015,5,1.5
Maryland,2015,5,2.5
Oregon,2015,5,2.5
New York - Albany,2015,5,7.1
California,2015,5,5.7
New York - Rochester,2015,5,3.9
Connecticut,2015,5,4.7
Utah,2015,5,1
Michigan,2015,5,0.8
New Mexico,2015,5,1.9
Minnesota,2015,5,0.9
Ohio,2015,5,1.3
Tennessee,2015,5,1.3
Georgia,2015,6,0.8
Colorado,2015,6,1.3
Maryland,2015,6,2
Oregon,2015,6,1.4
New York - Albany,2015,6,3.9
California,2015,6,3.9
New York - Rochester,2015,6,2.4
Connecticut,2015,6,5.5
Utah,2015,6,0.6
Michigan,2015,6,0.7
New Mexico,2015,6,1.4
Minnesota,2015,6,1.2
Ohio,2015,6,1.6
Tennessee,2015,6,1.4
Georgia,2015,7,0.7
Colorado,2015,7,2
Maryland,2015,7,0.9
Oregon,2015,7,0.5
New York - Albany,2015,7,2.7
California,2015,7,2.1
New York - Rochester,2015,7,2.4
Connecticut,2015,7,6.2
Utah,2015,7,0.5
Michigan,2015,7,0.9
New Mexico,2015,7,1.4
Minnesota,2015,7,0.9
Ohio,2015,7,1.5
Tennessee,2015,7,1
Georgia,2015,8,1
Colorado,2015,8,1.6
Maryland,2015,8,1.4
Oregon,2015,8,0.6
New York - Albany,2015,8,1.9
California,2015,8,1.4
New York - Rochester,2015,8,3
Connecticut,2015,8,5.1
Utah,2015,8,0.6
Michigan,2015,8,0.6
New Mexico,2015,8,0.9
Minnesota,2015,8,1
Ohio,2015,8,1.3
Tennessee,2015,8,0.6
Georgia,2015,9,0.5
Colorado,2015,9,1.4
Maryland,2015,9,0.9
Oregon,2015,9,0.9
New York - Albany,2015,9,1.8
California,2015,9,1
New York - Rochester,2015,9,2
Connecticut,2015,9,5.5
Utah,2015,9,0.7
Michigan,2015,9,1
New Mexico,2015,9,1.1
Minnesota,2015,9,1.2
Ohio,2015,9,1.5
Tennessee,2015,9,0.6
Georgia,2015,10,1
Colorado,2015,10,1.3
Maryland,2015,10,1
Oregon,2015,10,0.4
New York - Albany,2015,10,1.7
California,2015,10,0.9
New York - Rochester,2015,10,2.4
Connecticut,2015,10,3.6
Utah,2015,10,0.4
Michigan,2015,10,1
New Mexico,2015,10,0.7
Minnesota,2015,10,1.1
Ohio,2015,10,1.8
Tennessee,2015,10,0.5
Georgia,2015,11,0.6
Colorado,2015,11,1.4
Maryland,2015,11,0.8
Oregon,2015,11,0.6
New York - Albany,2015,11,1.8
California,2015,11,0.4
New York - Rochester,2015,11,2.6
Connecticut,2015,11,3.6
Utah,2015,11,0.6
Michigan,2015,11,1
New Mexico,2015,11,0.9
Minnesota,2015,11,1.3
Ohio,2015,11,1.6
Tennessee,2015,11,0.5
Georgia,2015,12,0.4
Colorado,2015,12,0.8
Maryland,2015,12,1.1
Oregon,2015,12,0.7
New York - Albany,2015,12,0.6
California,2015,12,0.5
New York - Rochester,2015,12,3.1
Connecticut,2015,12,5.2
Utah,2015,12,0.5
Michigan,2015,12,1.3
New Mexico,2015,12,0.3
Minnesota,2015,12,0.8
Ohio,2015,12,1.7
Tennessee,2015,12,0.3
Georgia,2015,13,0.3
Colorado,2015,13,0.7
Maryland,2015,13,1.2
Oregon,2015,13,0.3
New York - Albany,2015,13,1.1
California,2015,13,0.4
New York - Rochester,2015,13,4.2
Connecticut,2015,13,3.5
Utah,2015,13,0.3
Michigan,2015,13,0.6
New Mexico,2015,13,0.3
Minnesota,2015,13,1.6
Ohio,2015,13,0.9
Tennessee,2015,13,0.2
Georgia,2015,14,0.2
Colorado,2015,14,0.6
Maryland,2015,14,1.4
Oregon,2015,14,0.3
New York - Albany,2015,14,1.5
California,2015,14,0.3
New York - Rochester,2015,14,3.4
Connecticut,2015,14,3.1
Utah,2015,14,0.7
Michigan,2015,14,1.3
New Mexico,2015,14,0.4
Minnesota,2015,14,1.6
Ohio,2015,14,1
Tennessee,2015,14,0.5
Georgia,2015,15,0.1
Colorado,2015,15,0.2
Maryland,2015,15,0.5
Oregon,2015,15,0.4
New York - Albany,2015,15,1.2
California,2015,15,0.2
New York - Rochester,2015,15,2.8
Connecticut,2015,15,2.8
Utah,2015,15,0.8
Michigan,2015,15,0.7
New Mexico,2015,15,0.3
Minnesota,2015,15,1.1
Ohio,2015,15,0.9
Tennessee,2015,15,0.4
Georgia,2015,16,0.1
Colorado,2015,16,0.3
Maryland,2015,16,0.4
Oregon,2015,16,0.4
New York - Albany,2015,16,0.6
California,2015,16,0.2
New York - Rochester,2015,16,1.7
Connecticut,2015,16,0.8
Utah,2015,16,0.8
Michigan,2015,16,0.5
New Mexico,2015,16,0.2
Minnesota,2015,16,0.5
Ohio,2015,16,0.5
Tennessee,2015,16,0.3
Georgia,2015,17,0
Colorado,2015,17,0.1
Maryland,2015,17,0.2
Oregon,2015,17,0.2
New York - Albany,2015,17,0.5
California,2015,17,0.2
New York - Rochester,2015,17,0.9
Connecticut,2015,17,0.6
Utah,2015,17,0.4
Michigan,2015,17,0.5
New Mexico,2015,17,0.2
Minnesota,2015,17,0.3
Ohio,2015,17,0.5
Tennessee,2015,17,0
Georgia,2015,40,0.1
Colorado,2015,40,0
Maryland,2015,40,0.2
Oregon,2015,40,0.1
Connecticut,2015,40,0.2
New York - Albany,2015,40,0
California,2015,40,0.1
New York - Rochester,2015,40,0
Utah,2015,40,0
Michigan,2015,40,0.1
New Mexico,2015,40,0
Minnesota,2015,40,0
Ohio,2015,40,0.1
Tennessee,2015,40,0.1
Georgia,2015,41,0.1
Colorado,2015,41,0
Maryland,2015,41,0.2
Oregon,2015,41,0.1
Connecticut,2015,41,0.1
New York - Albany,2015,41,0.1
California,2015,41,0.1
New York - Rochester,2015,41,0
Utah,2015,41,0
Michigan,2015,41,0
New Mexico,2015,41,0.1
Minnesota,2015,41,0.1
Ohio,2015,41,0.1
Tennessee,2015,41,0.1
Georgia,2015,42,0
Colorado,2015,42,0.1
Maryland,2015,42,0.1
Oregon,2015,42,0.1
Connecticut,2015,42,0
New York - Albany,2015,42,0
California,2015,42,0.1
New York - Rochester,2015,42,0
Utah,2015,42,0
Michigan,2015,42,0
New Mexico,2015,42,0
Minnesota,2015,42,0
Ohio,2015,42,0.1
Tennessee,2015,42,0.1
Georgia,2015,43,0.1
Colorado,2015,43,0.1
Maryland,2015,43,0.1
Oregon,2015,43,0
Connecticut,2015,43,0
New York - Albany,2015,43,0
California,2015,43,0
New York - Rochester,2015,43,0
Utah,2015,43,0
Michigan,2015,43,0
New Mexico,2015,43,0.3
Minnesota,2015,43,0.1
Ohio,2015,43,0
Tennessee,2015,43,0.1
Georgia,2015,44,0.1
Colorado,2015,44,0
Maryland,2015,44,0.2
Oregon,2015,44,0.1
Connecticut,2015,44,0.1
New York - Albany,2015,44,0.2
California,2015,44,0.1
New York - Rochester,2015,44,0
Utah,2015,44,0.2
Michigan,2015,44,0
New Mexico,2015,44,0
Minnesota,2015,44,0.1
Ohio,2015,44,0.1
Tennessee,2015,44,0.2
Georgia,2015,45,0.1
Colorado,2015,45,0.1
Maryland,2015,45,0
Oregon,2015,45,0
Connecticut,2015,45,0
New York - Albany,2015,45,0
California,2015,45,0.1
New York - Rochester,2015,45,0
Utah,2015,45,0
Michigan,2015,45,0.1
New Mexico,2015,45,0
Minnesota,2015,45,0.1
Ohio,2015,45,0.2
Tennessee,2015,45,0
Georgia,2015,46,0.1
Colorado,2015,46,0.1
Maryland,2015,46,0.2
Oregon,2015,46,0.1
Connecticut,2015,46,0.1
New York - Albany,2015,46,0.2
California,2015,46,0.1
New York - Rochester,2015,46,0
Utah,2015,46,0.1
Michigan,2015,46,0
New Mexico,2015,46,0.2
Minnesota,2015,46,0.1
Ohio,2015,46,0
Tennessee,2015,46,0
Georgia,2015,47,0.1
Colorado,2015,47,0.1
Maryland,2015,47,0.1
Oregon,2015,47,0
Connecticut,2015,47,0.1
New York - Albany,2015,47,0
California,2015,47,0.1
New York - Rochester,2015,47,0.4
Utah,2015,47,0.1
Michigan,2015,47,0
New Mexico,2015,47,0.2
Minnesota,2015,47,0
Ohio,2015,47,0.1
Tennessee,2015,47,0.1
Georgia,2015,48,0.1
Colorado,2015,48,0
Oregon,2015,48,0.1
Maryland,2015,48,0.2
Connecticut,2015,48,0.2
New York - Albany,2015,48,0
California,2015,48,0.2
New York - Rochester,2015,48,0.1
Utah,2015,48,0.1
Michigan,2015,48,0
New Mexico,2015,48,0.1
Minnesota,2015,48,0.1
Ohio,2015,48,0
Tennessee,2015,48,0.1
Georgia,2015,49,0.1
Colorado,2015,49,0.2
Oregon,2015,49,0
Maryland,2015,49,0.1
Connecticut,2015,49,0.2
New York - Albany,2015,49,0
California,2015,49,0.3
New York - Rochester,2015,49,0.1
Utah,2015,49,0.3
Michigan,2015,49,0.1
New Mexico,2015,49,0
Minnesota,2015,49,0.1
Ohio,2015,49,0
Tennessee,2015,49,0.1
Georgia,2015,50,0.1
Colorado,2015,50,0.2
Oregon,2015,50,0.1
Maryland,2015,50,0.3
New York - Albany,2015,50,0
California,2015,50,0.1
New York - Rochester,2015,50,0.4
Connecticut,2015,50,0
Utah,2015,50,0.1
Michigan,2015,50,0.2
New Mexico,2015,50,0.2
Minnesota,2015,50,0.1
Ohio,2015,50,0
Tennessee,2015,50,0.1
Georgia,2015,51,0.1
Colorado,2015,51,0.3
Maryland,2015,51,0.2
Oregon,2015,51,0.1
New York - Albany,2015,51,0
California,2015,51,0.4
New York - Rochester,2015,51,0.3
Connecticut,2015,51,0.9
Utah,2015,51,0.4
Michigan,2015,51,0.1
New Mexico,2015,51,0
Minnesota,2015,51,0.2
Ohio,2015,51,0
Tennessee,2015,51,0
Georgia,2015,52,0.1
Colorado,2015,52,0.6
Maryland,2015,52,0.2
Oregon,2015,52,0.1
New York - Albany,2015,52,0
California,2015,52,0.3
New York - Rochester,2015,52,0
Connecticut,2015,52,0.3
Utah,2015,52,0.3
Michigan,2015,52,0
New Mexico,2015,52,0
Minnesota,2015,52,0.2
Ohio,2015,52,0
Tennessee,2015,52,0.1
Georgia,2016,1,0.1
Colorado,2016,1,0.5
Maryland,2016,1,0.6
Oregon,2016,1,0.2
Connecticut,2016,1,0.4
New York - Albany,2016,1,0
California,2016,1,1
New York - Rochester,2016,1,0.2
Utah,2016,1,1.2
Michigan,2016,1,0
New Mexico,2016,1,0.2
Minnesota,2016,1,0.2
Ohio,2016,1,0.1
Tennessee,2016,1,0.2
Georgia,2016,2,0.1
Colorado,2016,2,0.4
Maryland,2016,2,0.1
Oregon,2016,2,0.3
Connecticut,2016,2,0.5
New York - Albany,2016,2,0.1
California,2016,2,0.8
New York - Rochester,2016,2,0.5
Utah,2016,2,0.7
Michigan,2016,2,0
New Mexico,2016,2,0.2
Minnesota,2016,2,0.3
Ohio,2016,2,0.1
Tennessee,2016,2,0
Georgia,2016,3,0.2
Colorado,2016,3,0.5
Maryland,2016,3,0.3
Oregon,2016,3,0.6
Connecticut,2016,3,1
New York - Albany,2016,3,0.4
California,2016,3,0.5
New York - Rochester,2016,3,0.3
Utah,2016,3,0.7
Michigan,2016,3,0.2
New Mexico,2016,3,0.2
Minnesota,2016,3,0.3
Ohio,2016,3,0.1
Tennessee,2016,3,0.2
Georgia,2016,4,0.2
Colorado,2016,4,0.8
Maryland,2016,4,0.2
Oregon,2016,4,0.7
Connecticut,2016,4,1.3
New York - Albany,2016,4,0.1
California,2016,4,1
New York - Rochester,2016,4,0.9
Utah,2016,4,1
Michigan,2016,4,0.6
New Mexico,2016,4,0.5
Minnesota,2016,4,0.4
Ohio,2016,4,0.1
Tennessee,2016,4,0.3
Georgia,2016,5,0.4
Colorado,2016,5,0.8
Maryland,2016,5,0.4
Oregon,2016,5,1
Connecticut,2016,5,1.7
New York - Albany,2016,5,0.8
California,2016,5,1.2
New York - Rochester,2016,5,1
Utah,2016,5,1.6
Michigan,2016,5,0.7
New Mexico,2016,5,0.7
Minnesota,2016,5,1
Ohio,2016,5,0.5
Tennessee,2016,5,0.3
Georgia,2016,6,0.6
Colorado,2016,6,1.2
Maryland,2016,6,0.6
Oregon,2016,6,1.5
Connecticut,2016,6,1.7
New York - Albany,2016,6,0.8
California,2016,6,1.9
New York - Rochester,2016,6,1.5
Utah,2016,6,2.3
Michigan,2016,6,1
New Mexico,2016,6,1.9
Minnesota,2016,6,1
Ohio,2016,6,0.2
Tennessee,2016,6,0.7
Georgia,2016,7,1.3
Colorado,2016,7,1.9
Maryland,2016,7,1.4
Oregon,2016,7,1.5
Connecticut,2016,7,2.3
New York - Albany,2016,7,2.4
California,2016,7,2
New York - Rochester,2016,7,2.3
Utah,2016,7,4
Michigan,2016,7,2.5
New Mexico,2016,7,2.6
Minnesota,2016,7,2.4
Ohio,2016,7,1.1
Tennessee,2016,7,1.4
Georgia,2016,8,1.6
Colorado,2016,8,2
Maryland,2016,8,2
Oregon,2016,8,0.8
Connecticut,2016,8,4.9
New York - Albany,2016,8,3
California,2016,8,2.1
New York - Rochester,2016,8,3.4
Utah,2016,8,4.4
Michigan,2016,8,2.9
New Mexico,2016,8,4
Minnesota,2016,8,3.5
Ohio,2016,8,1.5
Tennessee,2016,8,1.5
Georgia,2016,9,1.8
Colorado,2016,9,3.4
Maryland,2016,9,3
Oregon,2016,9,2.5
Connecticut,2016,9,5.6
New York - Albany,2016,9,3.5
California,2016,9,2.4
New York - Rochester,2016,9,5.7
Utah,2016,9,5.1
Michigan,2016,9,2.1
New Mexico,2016,9,3.2
Minnesota,2016,9,4.7
Ohio,2016,9,2.2
Tennessee,2016,9,1.7
Georgia,2016,10,2.2
Colorado,2016,10,4.2
Maryland,2016,10,4.9
Oregon,2016,10,2.3
Connecticut,2016,10,9.1
New York - Albany,2016,10,6.1
California,2016,10,2.3
New York - Rochester,2016,10,8.6
Utah,2016,10,5.2
Michigan,2016,10,2.7
New Mexico,2016,10,3.5
Minnesota,2016,10,5.4
Ohio,2016,10,3.7
Tennessee,2016,10,2.8
Georgia,2016,11,1.8
Colorado,2016,11,3.5
Maryland,2016,11,4
Oregon,2016,11,2.4
Connecticut,2016,11,6.6
New York - Albany,2016,11,5.8
California,2016,11,2
New York - Rochester,2016,11,10.4
Utah,2016,11,4
Michigan,2016,11,1.7
New Mexico,2016,11,3.6
Minnesota,2016,11,3.3
Ohio,2016,11,2.5
Tennessee,2016,11,1.7
Georgia,2016,12,1.1
Colorado,2016,12,3.2
Maryland,2016,12,3.2
Oregon,2016,12,2.4
Connecticut,2016,12,6.1
New York - Albany,2016,12,6.1
California,2016,12,1.6
New York - Rochester,2016,12,9.5
Utah,2016,12,3.8
Michigan,2016,12,1.1
New Mexico,2016,12,3.8
Minnesota,2016,12,2.2
Ohio,2016,12,1.8
Tennessee,2016,12,2.4
Georgia,2016,13,0.8
Colorado,2016,13,2.9
Maryland,2016,13,2.4
Oregon,2016,13,2.8
Connecticut,2016,13,5.1
New York - Albany,2016,13,6.7
California,2016,13,1.3
New York - Rochester,2016,13,6.9
Utah,2016,13,3.9
Michigan,2016,13,1.9
New Mexico,2016,13,3.2
Minnesota,2016,13,2
Ohio,2016,13,1.4
Tennessee,2016,13,1.1
Georgia,2016,14,0.7
Colorado,2016,14,2.1
Maryland,2016,14,1.7
Oregon,2016,14,2.2
Connecticut,2016,14,3.6
New York - Albany,2016,14,3.5
California,2016,14,1.2
New York - Rochester,2016,14,5.6
Utah,2016,14,2.3
Michigan,2016,14,0.8
New Mexico,2016,14,2.3
Minnesota,2016,14,1.3
Ohio,2016,14,0.8
Tennessee,2016,14,1.5
Georgia,2016,15,0.7
Colorado,2016,15,1.3
Maryland,2016,15,2.2
Oregon,2016,15,1.3
Connecticut,2016,15,3.3
New York - Albany,2016,15,3.1
California,2016,15,0.7
New York - Rochester,2016,15,2
Utah,2016,15,1.5
Michigan,2016,15,1
New Mexico,2016,15,1.1
Minnesota,2016,15,1.1
Ohio,2016,15,1.2
Tennessee,2016,15,1.3
Georgia,2016,16,0.8
Colorado,2016,16,0.8
Maryland,2016,16,1.7
Oregon,2016,16,1.8
Connecticut,2016,16,2.1
New York - Albany,2016,16,1.9
California,2016,16,0.4
New York - Rochester,2016,16,2.6
Utah,2016,16,1
Michigan,2016,16,1
New Mexico,2016,16,0.8
Minnesota,2016,16,0.6
Ohio,2016,16,1.2
Tennessee,2016,16,1.1
Georgia,2016,17,0.2
Colorado,2016,17,0.4
Maryland,2016,17,1.7
Oregon,2016,17,0.8
Connecticut,2016,17,1
New York - Albany,2016,17,2.5
California,2016,17,0.6
New York - Rochester,2016,17,1.5
Utah,2016,17,0.9
Michigan,2016,17,0.8
New Mexico,2016,17,0.4
Minnesota,2016,17,0.4
Ohio,2016,17,0.9
Tennessee,2016,17,0.6
Georgia,2016,40,0.1
Colorado,2016,40,0.1
Oregon,2016,40,0.1
Maryland,2016,40,0
Connecticut,2016,40,0.2
New York - Albany,2016,40,0
California,2016,40,0.1
New York - Rochester,2016,40,0.1
Utah,2016,40,0.3
Michigan,2016,40,0
New Mexico,2016,40,0
Minnesota,2016,40,0
Ohio,2016,40,0.1
Tennessee,2016,40,0.1
Georgia,2016,41,0.1
Colorado,2016,41,0
Oregon,2016,41,0
Maryland,2016,41,0
Connecticut,2016,41,0.1
New York - Albany,2016,41,0.1
California,2016,41,0.3
New York - Rochester,2016,41,0.2
Utah,2016,41,0.2
Michigan,2016,41,0
New Mexico,2016,41,0.1
Minnesota,2016,41,0
Ohio,2016,41,0
Tennessee,2016,41,0
Georgia,2016,42,0
Colorado,2016,42,0
Oregon,2016,42,0.1
Maryland,2016,42,0.1
Connecticut,2016,42,0.1
New York - Albany,2016,42,0.2
California,2016,42,0.4
New York - Rochester,2016,42,0.1
Utah,2016,42,0.1
Michigan,2016,42,0.2
New Mexico,2016,42,0
Minnesota,2016,42,0
Ohio,2016,42,0.1
Tennessee,2016,42,0.1
Georgia,2016,43,0
Colorado,2016,43,0.1
Oregon,2016,43,0.1
Maryland,2016,43,0
Connecticut,2016,43,0.1
New York - Albany,2016,43,0.1
California,2016,43,0.4
New York - Rochester,2016,43,0.2
Utah,2016,43,0.4
Michigan,2016,43,0
New Mexico,2016,43,0.2
Minnesota,2016,43,0.1
Ohio,2016,43,0.1
Tennessee,2016,43,0
Georgia,2016,44,0
Colorado,2016,44,0.2
Oregon,2016,44,0.1
Maryland,2016,44,0.1
Connecticut,2016,44,0.3
New York - Albany,2016,44,0
California,2016,44,0.4
New York - Rochester,2016,44,0
Utah,2016,44,0.3
Michigan,2016,44,0
New Mexico,2016,44,0
Minnesota,2016,44,0
Ohio,2016,44,0.1
Tennessee,2016,44,0.1
Georgia,2016,45,0.1
Colorado,2016,45,0.1
Oregon,2016,45,0.2
Maryland,2016,45,0.1
Connecticut,2016,45,0.3
New York - Albany,2016,45,0
California,2016,45,0.5
New York - Rochester,2016,45,0.1
Utah,2016,45,0.8
Michigan,2016,45,0.1
New Mexico,2016,45,0
Minnesota,2016,45,0
Ohio,2016,45,0.1
Tennessee,2016,45,0.3
Georgia,2016,46,0.1
Colorado,2016,46,0.3
Oregon,2016,46,0.2
Maryland,2016,46,0
Connecticut,2016,46,0.4
New York - Albany,2016,46,0
California,2016,46,0.4
New York - Rochester,2016,46,0.1
Utah,2016,46,0.3
Michigan,2016,46,0
New Mexico,2016,46,0.1
Minnesota,2016,46,0.2
Ohio,2016,46,0
Tennessee,2016,46,0.1
Georgia,2016,47,0.1
Colorado,2016,47,0.5
Oregon,2016,47,0.9
Maryland,2016,47,0.3
Connecticut,2016,47,0.2
New York - Albany,2016,47,0.3
California,2016,47,0.5
New York - Rochester,2016,47,0
Utah,2016,47,0.4
Michigan,2016,47,0.1
New Mexico,2016,47,0.2
Minnesota,2016,47,0.2
Ohio,2016,47,0.2
Tennessee,2016,47,0.2
Georgia,2016,48,0.3
Colorado,2016,48,0.8
Oregon,2016,48,1
Maryland,2016,48,0.3
Connecticut,2016,48,0.4
New York - Albany,2016,48,0.1
California,2016,48,0.6
