CATCHMENT,NETWORK,YEAR,YEAR,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE 
New York - Rochester,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,0,0,null,null
Minnesota,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,0,0,null,null
Michigan,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,0,0,null,null
New York - Albany,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,4.5,3,null,null
Georgia,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,1.8,0,null,null
Maryland,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,2,0.7,null,null
Connecticut,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,5.3,2.7,null,null
Colorado,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,0.8,0,null,null
California,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,2.1,0,null,null
Utah,IHSP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,2.3,0,null,null
North Carolina,IHSP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,1.5,0,null,null
Oregon,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,1.1,0,null,null
Tennessee,EIP,2024-25,2024,43,75-84 yr,Overall,Overall,Overall,8.8,3.8,null,null
California,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,44,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,45,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,46,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,47,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,48,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,49,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,50,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,51,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,52,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,1,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,2,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,3,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,4,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,5,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,6,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,7,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,8,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,9,75-84 yr,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,10,75-84 yr,Overall,Overall,Overall,null,null,null,null
